Datetime,Tweet Id,Text,Username
2021-01-20 15:43:50+00:00,1.35192E+18,"Kamala Harris will be escorted to the inauguration ceremony by Eugene Goodman, the Capitol Police officer who led rioters away from Senate when the Capitol was stormed two weeks ago. https://t.co/hjOMeuZZ2t",CNN
2021-01-20 15:38:44+00:00,1.35192E+18,President-elect Joe Biden and Vice President-elect Kamala Harris have arrived at the US Capitol for the inauguration https://t.co/k3RHacn0YL https://t.co/TOaW8HaYUT,CNN
2021-01-20 15:35:06+00:00,1.35192E+18,"You can listen to live Inauguration Day coverage three ways: 

➡️ Online
➡️ In the CNN app
➡️ Tell your smart speaker to play the news from CNN

🎧 https://t.co/5QWlFl3gaI",CNN
2021-01-20 15:35:05+00:00,1.35192E+18,President-elect Joe Biden's motorcade has arrived at the US Capitol ahead of his inauguration. https://t.co/tcmAzrzqTx https://t.co/IT2jffFasP,CNN
2021-01-20 15:19:24+00:00,1.35191E+18,Former President Obama and former first lady Michelle Obama arrived at the US Capitol for Joe Biden’s inauguration. Their arrival was followed by former President Clinton and 2016 Democratic presidential nominee Hillary Clinton.  https://t.co/tcmAzrzqTx https://t.co/p1wDqlZnZI,CNN
2021-01-20 15:12:02+00:00,1.35191E+18,"Family members of Jacob Blake and Breonna Taylor say they will attend the inauguration.

""It’s clear to us they understand what we did to help them get in office,"" Blake's brother says. https://t.co/nfOaenKwcA",CNN
2021-01-20 15:07:35+00:00,1.35191E+18,"""Biden's $1.9 trillion American Rescue Plan shows that he's determined to avoid repeating the mistakes of the Great Recession — if Congress lets him,"" Matt Egan writes. | Analysis https://t.co/hT3x71ePZ8",CNN
2021-01-20 15:00:10+00:00,1.35191E+18,"With the tap of a button, the Biden administration will inherit a digital megaphone with the potential to make news and shape the public image of the US government. https://t.co/phi2UPiPEG",CNN
2021-01-20 14:54:29+00:00,1.35191E+18,Correction: Nine of the actions Biden plans to issue on his first day in office directly reverse Trump’s policies https://t.co/u0shQBJRv6,CNN
2021-01-20 14:47:51+00:00,1.3519E+18,"Joe Biden’s first executive order, the “100 Days Masking Challenge,” will symbolize the administration’s sharp turn from the Trump era by emphasizing recommendations by public health experts. https://t.co/dgm03Y0dtz",CNN
2021-01-20 14:35:43+00:00,1.3519E+18,"Melania Trump left a ""short note of welcome"" for incoming first lady Jill Biden, a source familiar with the matter says. https://t.co/r06gspaniA",CNN
2021-01-20 14:32:52+00:00,1.3519E+18,"Joe Biden, who will become only the second Catholic president, is attending a church service joined by all four congressional leaders, including Senate Republican Leader Mitch McConnell and Democratic Leader Chuck Schumer. https://t.co/77v2zTVV0V https://t.co/OJVijvsvnc",CNN
2021-01-20 14:14:55+00:00,1.3519E+18,"Trump left a note for his successor, Joe Biden, according to a person familiar with the matter — a modern Inauguration Day tradition for presidents leaving office. The contents of the note weren't immediately clear. https://t.co/OBWuEvtj4t https://t.co/n7MpEvsDM0",CNN
2021-01-20 14:02:14+00:00,1.35189E+18,"JUST IN: In his closing remarks as President, Donald Trump wished the incoming administration “great luck,” but said “we will be back in some form.” https://t.co/pylyIzv6mm https://t.co/BrnDeMMCMn",CNN
2021-01-20 13:55:49+00:00,1.35189E+18,"First lady Melania Trump: ""Being your first lady was my greatest honor. Thank you for your love and your support. You will be in my thoughts and prayers. God bless you all. God bless your families. And God bless this beautiful nation. Thank you."" https://t.co/jfVxCBE5ef https://t.co/czRSdl1mqL",CNN
2021-01-20 13:25:21+00:00,1.35188E+18,JUST IN: President Trump and first lady Melania Trump depart the White House for the last time aboard Marine One https://t.co/l9MRKCRF4k https://t.co/mnSyoNqGDJ,CNN
2021-01-20 13:15:08+00:00,1.35188E+18,"On his first day in office, Biden plans to issue 17 executive orders, presidential memoranda and agency directives, from directing the Covid-19 pandemic response to canceling the Keystone XL pipeline. Eight of the actions directly reverse Trump's policies. https://t.co/UfyVwUWWxu",CNN
2021-01-20 13:03:12+00:00,1.35188E+18,"Joe Biden's inauguration will look different because:
▪︎ President Trump won't attend the ceremony
▪︎ The pandemic has altered inauguration planning
▪︎ There will be heightened security after the deadly riot at the Capitol earlier this month https://t.co/5nblySju14",CNN
2021-01-20 12:45:09+00:00,1.35187E+18,"As Vice President, Kamala Harris ""will change what power looks like and directly influence whom it serves,"" CNN's @BrandonTensley writes. | Analysis https://t.co/5EckBz2XiI",CNN
2021-01-20 12:30:05+00:00,1.35187E+18,"As President, Joe Biden will issue an executive order to dissolve the 1776 commission, a panel stood up by President Trump as a rebuttal to schools applying a more accurate history curriculum around slavery in the US. https://t.co/MwFYycsZpQ",CNN
2021-01-20 12:15:06+00:00,1.35187E+18,"The White House announced early Wednesday that President Donald Trump has granted a pardon to rapper Lil Wayne and a commutation to rapper Kodak Black, two of the raft of pardons and commutations on his final day in office. https://t.co/pfzhbdMGSW",CNN
2021-01-20 12:00:08+00:00,1.35186E+18,"One of the modern Inauguration Day traditions for presidents leaving office is to write their successors a letter offering best wishes and advice. But Trump, who has often bucked tradition, hasn't decided whether he'll write to Biden, CNN reports. https://t.co/rR56OjgXzs",CNN
2021-01-20 11:45:04+00:00,1.35186E+18,"A total of 60 countries have reported either imported cases or community transmission of the UK coronavirus strain, the World Health Organization says. Follow live updates on the Covid-19 pandemic. https://t.co/G3TQkqhVfk",CNN
2021-01-20 11:30:06+00:00,1.35185E+18,"The man who calls the shots at Samsung was just sent to prison for the second time in less than five years. 

Even if the South Korean tech giant can keep its day-to-day business humming in his absence, the verdict is still likely to cast a long shadow. https://t.co/1JTsC9OxYr",CNN
2021-01-20 11:15:05+00:00,1.35185E+18,"""Joe Biden's life of resilience in the face of unbearable loss will take on new meaning when he steps up to deliver his inaugural address Wednesday as the nation's 46th President."" Analysis by @StCollinson https://t.co/x7LuYUYtzG",CNN
2021-01-20 10:54:38+00:00,1.35185E+18,"After campaigning on a promise to heal a fractured nation, President-elect Joe Biden will begin the work of uniting the country Wednesday when he is sworn in as the 46th president of the United States on the West Front of the US Capitol. https://t.co/aSoGF2MXIA",CNN
2021-01-20 10:15:04+00:00,1.35184E+18,Trump mythologizes his skill as a builder. He will be remembered for destruction | Analysis by @StCollinson https://t.co/i4CYTM7m8B https://t.co/wqw3dTOmXq,CNN
2021-01-20 10:00:17+00:00,1.35183E+18,"The Navajo Nation has identified 75 communities with an ""uncontrolled spread"" of Covid-19 in the first two weeks of January, according to a Tuesday news release. https://t.co/LfFaULowd8",CNN
2021-01-20 09:44:02+00:00,1.35183E+18,Research that looked at more than 6 million people has found that individuals born preterm are at a modestly greater risk of dying prematurely in adulthood when compared to those born after 38 weeks. https://t.co/9hHVk1Uskc,CNN
2021-01-20 09:30:08+00:00,1.35182E+18,"Iran's President Hassan Rouhani has called on United States President-elect, Joe Biden, to return to the 2015 nuclear deal and lift sanctions imposed on Tehran by Donald Trump's administration. https://t.co/6SDB5dutni",CNN
2021-01-20 09:15:02+00:00,1.35182E+18,"The historic run of dry weather has been one for the record books across the Western US, but now forecasts show some much needed relief is on the way https://t.co/WxkUk9Pa8X",CNN
